"","cat_rat","ccpr_rat","polrt","cvrt","hrai","hrsd","country","year","idcode","PIRI","Dis","Kill","Pris","Tort","Polity2","Civilwar2","War","gdppc","pop","Media_ai_rn","Media_ai_br","Media_ai_tot","Media_ec","Media_nw","Media_tot","Media_ave","INGO_uia","UNShame","intensity","yearLag1","PIRILag1","PIRILag2","PIRILead1","polrtLag1","polrtLag2","polrtLead1","democratic","Media_ai_tot_ph","logAI","AIShame","log_gdppc","log_pop"
"1035",0,1,1,1,1,1,"IRELAND",1995,205,0,0,0,0,0,10,0,0,16463.0390625,3602000,0,1,1,0,0,0,0,1700,0,1,1994,0,1,1,1,1,1,1,1,-0.0168407491099946,0,9.70887309039015,15.096999804718
"1036",0,1,1,1,1,1,"IRELAND",1996,205,1,0,0,0,1,10,0,0,17645.369140625,3632000,0,1,1,0,0,0,0,1778,0,1,1995,0,0,0,1,1,1,1,1,-0.0168407491099946,0,9.77822865630001,15.1052940187033
"1037",0,1,1,1,1,1,"IRELAND",1997,205,0,0,0,0,0,10,0,0,19408.400390625,3668320,0,1,1,0,0,0,0,1842,0,1,1996,1,0,0,1,1,1,1,1,-0.0168407491099946,0,9.87346126115575,15.1152443495565
"1038",0,1,1,1,1,1,"IRELAND",1998,205,0,0,0,0,0,10,0,0,20835.689453125,3712340,3,1,4,0,0,0,0,1883,0,1,1997,0,1,1,1,1,1,1,4,1.3694536120099,1,9.94442263441177,15.1271729635213
"1039",0,1,1,1,1,1,"IRELAND",1999,205,1,0,0,1,0,10,0,0,22877.490234375,3762460,0,3,3,0,0,0,0,1958,0,1,1998,0,0,0,1,1,1,1,3,1.08177153955812,0,10.0379087469235,15.1405835567535
"1040",0,1,1,1,1,1,"IRELAND",2000,205,0,0,0,0,0,10,0,0,24848.359375,3813250,1,2,3,0,0,0,0,NA,0,1,1999,1,0,0,1,1,1,1,3,1.08177153955812,1,10.1205470082185,15.1539924018622
"1050",0,1,1,1,1,1,"NETHERL",1983,210,0,0,0,0,0,10,0,0,15513.2998046875,14400000,0,0,0,0,0,0,0,1930,0,0,1982,0,0,0,1,1,1,1,0.01,-4.62201093509809,0,9.64945298690656,16.4827387645462
"1051",0,1,1,1,1,1,"NETHERL",1984,210,0,0,0,0,0,10,0,0,15934.01953125,14400000,0,1,1,0,0,0,0,1977,0,1,1983,0,0,0,1,1,1,1,1,-0.0168407491099946,0,9.67621169569894,16.4827387645462
"1052",0,1,1,1,1,1,"NETHERL",1985,210,0,0,0,0,0,10,0,0,16280.48046875,14500000,0,0,0,0,0,0,0,1977,0,0,1984,0,0,0,1,1,1,1,0.01,-4.62201093509809,0,9.69772215194352,16.4896592073908
"1053",0,1,1,1,1,1,"NETHERL",1986,210,0,0,0,0,0,10,0,0,16697.08984375,14600000,0,1,1,0,0,0,0,1684,0,1,1985,0,0,0,1,1,1,1,1,-0.0168407491099946,0,9.72298972236637,16.4965320866786
"1054",0,1,1,1,1,1,"NETHERL",1987,210,0,0,0,0,0,10,0,0,16898.240234375,14700000,0,1,1,0,0,0,0,2067,0,1,1986,0,0,0,1,1,1,1,1,-0.0168407491099946,0,9.73496476734596,16.503358051749
"1055",0,1,1,1,1,1,"NETHERL",1988,210,0,0,0,0,0,10,0,0,17289.849609375,14800000,0,0,0,0,0,0,0,2223,0,0,1987,0,0,0,1,1,1,1,0.01,-4.62201093509809,0,9.75787488051198,16.5101377387343
"1056",1,1,1,1,1,1,"NETHERL",1989,210,0,0,0,0,0,10,0,0,18008.55078125,14800000,0,0,0,0,0,0,0,2329,0,0,1988,0,0,0,1,1,1,1,0.01,-4.62201093509809,0,9.79860196748368,16.5101377387343
"1057",1,1,1,1,1,1,"NETHERL",1990,210,0,0,0,0,0,10,0,0,18611.380859375,1.5e+07,0,1,1,0,0,0,0,2433,0,1,1989,0,0,0,1,1,1,1,1,-0.0168407491099946,0,9.83152854674257,16.5235607590665
"1058",1,1,1,1,1,1,"NETHERL",1991,210,0,0,0,0,0,10,0,0,18909.810546875,15100000,0,1,1,0,0,0,0,187,0,1,1990,0,0,0,1,1,1,1,1,-0.0168407491099946,0,9.84743614292833,16.5302053017852
"1059",1,1,1,1,1,1,"NETHERL",1992,210,0,0,0,0,0,10,0,0,19054.900390625,15200000,0,1,1,0,0,0,0,194,0,1,1991,0,0,0,1,1,1,1,1,-0.0168407491099946,0,9.85507958582775,16.5368059858165
"1060",1,1,1,1,1,1,"NETHERL",1993,210,0,0,0,0,0,10,0,0,19052.080078125,15300000,0,0,0,0,0,0,0,2682,0,0,1992,0,0,0,1,1,1,1,0.01,-4.62201093509809,0,9.85493156504676,16.5433633863627
"1061",1,1,1,1,1,1,"NETHERL",1994,210,0,0,0,0,0,10,0,0,19467.859375,15400000,0,0,0,0,0,0,0,205,0,0,1993,0,0,0,1,1,1,1,0.01,-4.62201093509809,0,9.87652014753502,16.5498780673839
"1062",1,1,1,1,1,1,"NETHERL",1995,210,0,0,0,0,0,10,0,0,19956,15500000,0,2,2,0,0,0,0,2817,0,1,1994,0,0,0,1,1,1,1,2,0.676306431449951,0,9.90128512898093,16.5563505818895
"1063",1,1,1,1,1,1,"NETHERL",1996,210,0,0,0,0,0,10,0,0,20487,15500000,0,0,0,0,0,0,0,208,0,0,1995,0,0,0,1,1,1,1,0.01,-4.62201093509809,0,9.9275458176292,16.5563505818895
"1064",1,1,1,1,1,1,"NETHERL",1997,210,0,0,0,0,0,10,0,0,21150.73046875,15600000,0,1,1,0,0,0,0,3015,0,1,1996,0,0,0,1,1,1,1,1,-0.0168407491099946,0,9.95942972140757,16.5627814722198
"1065",1,1,1,1,1,1,"NETHERL",1998,210,0,0,0,0,0,10,0,0,21942.73046875,15700000,0,0,0,0,0,0,0,214,0,0,1997,0,0,0,1,1,1,1,0.01,-4.62201093509809,0,9.9961911777152,16.5691712703185
"1066",1,1,1,1,1,1,"NETHERL",1999,210,0,0,0,0,0,10,0,0,22665.009765625,15800000,0,0,0,0,0,0,0,209,0,0,1998,0,0,0,1,1,1,1,0.01,-4.62201093509809,0,10.0285775942429,16.5755204979972
"1067",1,1,1,1,1,1,"NETHERL",2000,210,0,0,0,0,0,10,0,0,23282.76953125,15900000,0,1,1,0,0,0,0,NA,0,1,1999,0,0,0,1,1,1,1,1,-0.0168407491099946,0,10.0554688608885,16.5818296671905
"1077",0,1,1,1,1,1,"BELGIUM",1983,211,0,0,0,0,0,10,0,0,15425.650390625,9856000,0,0,0,0,0,0,0,1977,0,0,1982,0,0,0,1,1,1,1,0.01,-4.62201093509809,0,9.64378701259295,16.1035909647554
"1078",0,1,1,1,1,1,"BELGIUM",1984,211,0,0,0,0,0,10,0,0,15810.919921875,9853000,0,1,1,0,0,0,0,2037,0,1,1983,0,0,0,1,1,1,1,1,-0.0168407491099946,0,9.66845611458762,16.1032865353046
"1079",0,1,1,1,1,1,"BELGIUM",1985,211,0,0,0,0,0,10,0,0,16063.9296875,9858000,0,0,0,0,0,0,0,2037,0,0,1984,0,0,0,1,1,1,1,0.01,-4.62201093509809,0,9.68433164545872,16.1037938662475
"1080",0,1,1,1,1,1,"BELGIUM",1986,211,0,0,0,0,0,10,0,0,16350.099609375,9862000,0,1,1,0,0,0,0,1643,0,1,1985,0,0,0,1,1,1,1,1,-0.0168407491099946,0,9.70198926862336,16.1041995457662
"1081",0,1,1,1,1,1,"BELGIUM",1987,211,0,0,0,0,0,10,0,0,16713.689453125,9870000,0,1,1,0,0,0,0,2070,0,1,1986,0,0,0,1,1,1,1,1,-0.0168407491099946,0,9.7239833903436,16.1050104114097
"1082",0,1,1,1,1,1,"BELGIUM",1988,211,0,0,0,0,0,10,0,0,17446.5390625,9902000,0,0,0,0,0,0,0,2250,0,0,1987,0,0,0,1,1,1,1,0.01,-4.62201093509809,0,9.76689657343246,16.1082473149035
"1083",0,1,1,1,1,1,"BELGIUM",1989,211,0,0,0,0,0,10,0,0,17986.400390625,9938000,0,0,0,0,0,0,0,2359,0,0,1988,0,0,0,1,1,1,1,0.01,-4.62201093509809,0,9.79737121746459,16.1118763511444
"1084",0,1,1,1,1,1,"BELGIUM",1990,211,0,0,0,0,0,10,0,0,18495.990234375,9967400,0,2,2,0,0,0,0,2434,0,1,1989,0,0,0,1,1,1,1,2,0.676306431449951,0,9.82530924348618,16.1148303255814
"1085",0,1,1,1,1,1,"BELGIUM",1991,211,0,0,0,0,0,10,0,0,18765.189453125,1e+07,0,4,4,0,0,0,0,2508,0,1,1990,0,0,0,1,1,1,1,4,1.3694536120099,0,9.83975880760795,16.1180956509583
"1086",0,1,1,1,1,1,"BELGIUM",1992,211,0,0,0,0,0,10,0,0,18975.599609375,1e+07,0,1,1,0,0,0,0,2596,0,1,1991,0,0,0,1,1,1,1,1,-0.0168407491099946,0,9.85090920173162,16.1180956509583
"1087",0,1,1,1,1,1,"BELGIUM",1993,211,0,0,0,0,0,10,0,0,18719.470703125,10100000,0,0,0,0,0,0,0,2688,0,0,1992,0,0,0,1,1,1,1,0.01,-4.62201093509809,0,9.83731947522614,16.1280459818115
"1088",0,1,1,1,1,1,"BELGIUM",1994,211,0,0,0,0,0,10,0,0,19264.130859375,10100000,0,0,0,0,0,0,0,2754,0,0,1993,0,0,0,1,1,1,1,0.01,-4.62201093509809,0,9.86600014103476,16.1280459818115
"1089",0,1,1,1,1,1,"BELGIUM",1995,211,0,0,0,0,0,10,0,0,19679.560546875,10100000,0,2,2,0,0,0,0,2834,0,1,1994,0,0,0,1,1,1,1,2,0.676306431449951,0,9.88733584042171,16.1280459818115
"1090",0,1,1,2,1,1,"BELGIUM",1996,211,0,0,0,0,0,10,0,0,19872.08984375,10200000,0,5,5,0,0,0,0,2945,0,1,1995,0,0,0,1,1,1,1,5,1.59259716332411,0,9.89707150584567,16.1378982782545
"1091",0,1,1,2,1,1,"BELGIUM",1997,211,0,0,0,0,0,10,0,0,20509.740234375,10200000,0,3,3,0,0,0,0,3017,0,1,1996,0,0,1,1,1,1,1,3,1.08177153955812,0,9.92865518567052,16.1378982782545
"1092",0,1,1,2,1,1,"BELGIUM",1998,211,1,0,0,0,1,10,0,0,20878.720703125,10200000,1,2,3,0,0,0,0,3100,0,1,1997,0,0,1,1,1,1,1,3,1.08177153955812,1,9.94648577111213,16.1378982782545
"1093",1,1,1,2,1,1,"BELGIUM",1999,211,1,0,0,0,1,10,0,0,21498.830078125,10200000,1,3,4,0,0,0,0,3139,0,1,1998,1,0,0,1,1,1,1,4,1.3694536120099,1,9.97575379766428,16.1378982782545
"1094",1,1,1,2,1,1,"BELGIUM",2000,211,0,0,0,0,0,10,0,0,22268.390625,10300000,1,6,7,0,0,0,0,NA,0,1,1999,1,1,1,1,1,1,1,7,1.92906939994532,1,10.010923491138,16.1476544531999
"1131",0,1,1,2,2,1,"FRANCE",1983,220,1,0,0,1,0,8,1,0,16410.830078125,54700000,0,3,3,0,0,0,0,2161,0,1,1982,1,0,1,1,1,1,1,3,1.08177153955812,0,9.70569676648094,17.8173742673922
"1132",0,1,1,2,2,1,"FRANCE",1984,220,1,0,0,1,0,8,1,0,16614.490234375,54900000,0,2,2,0,0,0,0,2227,0,1,1983,1,1,2,1,1,1,1,2,0.676306431449951,0,9.71803049926927,17.8210239064798
"1133",0,1,1,2,2,1,"FRANCE",1985,220,2,0,1,1,0,8,1,0,16787.30078125,55200000,0,2,2,0,0,0,0,2227,0,1,1984,1,1,1,1,1,1,1,2,0.676306431449951,0,9.72837797367247,17.8264735112473
"1134",0,1,1,2,2,1,"FRANCE",1986,220,1,0,0,1,0,9,1,0,17121.859375,55400000,0,3,3,0,0,0,0,1704,0,1,1985,2,1,2,1,1,1,1,3,1.08177153955812,0,9.74811125215108,17.8300901517175
"1135",1,1,1,2,2,2,"FRANCE",1987,220,2,0,0,2,0,9,1,0,17481.19921875,55600000,0,5,5,0,0,0,0,2264,0,1,1986,1,2,3,1,1,1,1,5,1.59259716332411,0,9.76888125204795,17.8336937592208
"1136",1,1,1,2,2,1,"FRANCE",1988,220,3,0,1,1,1,9,1,0,18204.75,55900000,0,5,5,0,0,0,0,2471,0,1,1987,2,1,3,1,1,1,1,5,1.59259716332411,0,9.80943782802417,17.8390749381253
"1137",1,1,1,2,2,1,"FRANCE",1989,220,3,0,0,2,1,9,0,0,18779.189453125,56400000,0,2,2,0,0,0,0,2598,0,1,1988,3,2,3,1,1,1,1,2,0.676306431449951,0,9.84050459172034,17.8479797164683
"1138",1,1,1,2,1,1,"FRANCE",1990,220,3,0,0,2,1,9,0,0,19167.419921875,56700000,0,2,2,2,0,2,1,2700,0,2,1989,3,3,1,1,1,1,1,2,0.676306431449951,0,9.86096723761684,17.853284768698
"1139",1,1,1,2,1,1,"FRANCE",1991,220,1,0,0,0,1,9,0,0,19275.9609375,5.7e+07,0,3,3,1,0,1,0.5,2777,0,2,1990,3,3,0,1,1,1,1,3,1.08177153955812,0,9.86661405127446,17.8585618257988
"1140",1,1,1,2,1,1,"FRANCE",1992,220,0,0,0,0,0,9,1,0,19473.029296875,57200000,0,8,8,0,0,0,0,2879,0,1,1991,1,3,2,1,1,1,1,8,2.06260079256984,0,9.87678567418743,17.86206445635
"1141",1,1,1,2,1,1,"FRANCE",1993,220,2,0,1,0,1,9,0,0,19223.9609375,57500000,0,7,7,0,0,0,0,2976,0,1,1992,0,1,0,1,1,1,1,7,1.92906939994532,0,9.86391274544899,17.8672955057676
"1142",1,1,1,2,2,1,"FRANCE",1994,220,0,0,0,0,0,9,0,0,19555.900390625,57700000,1,6,7,1,0,1,0.5,3038,0,2,1993,2,0,0,1,1,1,1,7,1.92906939994532,1,9.8810323301401,17.8707677314783
"1143",1,1,1,2,2,2,"FRANCE",1995,220,0,0,0,0,0,9,0,0,19819.669921875,57800000,1,6,7,0,0,0,0,3127,0,1,1994,0,2,0,1,1,1,1,7,1.92906939994532,1,9.89443015395494,17.8724993336426
"1144",1,1,1,2,2,2,"FRANCE",1996,220,0,0,0,0,0,9,0,0,19975.419921875,5.8e+07,1,4,5,2,0,2,1,3255,0,2,1995,0,0,0,1,1,1,1,5,1.59259716332411,1,9.90225779278522,17.8759535685107
"1145",1,1,1,2,1,1,"FRANCE",1997,220,0,0,0,0,0,9,0,0,20292.19921875,58200000,0,8,8,0,0,0,0,3327,0,1,1996,0,0,2,1,1,1,1,8,2.06260079256984,0,9.91799181623892,17.8793959127017
"1146",1,1,1,2,2,1,"FRANCE",1998,220,2,0,0,0,2,9,0,0,20914.119140625,58400000,0,8,8,0,0,0,0,3440,0,1,1997,0,0,2,1,1,1,1,8,2.06260079256984,0,9.94817976683471,17.8828264477985
"1147",1,1,1,2,2,2,"FRANCE",1999,220,2,0,0,0,2,9,0,0,21504.369140625,58600000,2,7,9,3,1,4,2,3523,0,2,1998,2,0,2,1,1,1,1,9,2.18038382822622,1,9.97601140931324,17.8862452545472
"1148",1,1,1,2,2,1,"FRANCE",2000,220,2,0,0,0,2,9,0,0,22216.5703125,58900000,0,6,6,0,0,0,0,NA,0,1,1999,2,2,1,1,1,1,1,6,1.77491872011806,0,10.0085936999076,17.8913516486218
"1212",0,0,1,1,2,1,"SWITZERL",1983,225,0,0,0,0,0,10,0,0,28375.94921875,6419000,0,1,1,0,0,0,0,1777,NA,NA,1982,0,0,0,1,1,1,1,1,-0.0168407491099946,0,10.2532972068673,15.6747729002939
"1213",0,0,1,1,2,1,"SWITZERL",1984,225,0,0,0,0,0,10,0,0,29130.390625,6442000,0,2,2,0,0,0,0,1837,NA,NA,1983,0,0,0,1,1,1,1,2,0.676306431449951,0,10.2795372595786,15.6783496088733
"1214",0,0,1,1,2,1,"SWITZERL",1985,225,0,0,0,0,0,10,0,0,29995.939453125,6470000,0,2,2,0,0,0,0,1837,NA,NA,1984,0,0,0,1,1,1,1,2,0.676306431449951,0,10.3088172999209,15.6826866664771
"1215",0,0,1,1,2,1,"SWITZERL",1986,225,0,0,0,0,0,10,0,0,30324.7109375,6504000,0,3,3,0,0,0,0,1614,NA,NA,1985,0,0,0,1,1,1,1,3,1.08177153955812,0,10.3197182016151,15.6879279302098
"1216",1,0,1,1,2,1,"SWITZERL",1987,225,0,0,0,0,0,10,0,0,30356.419921875,6545000,0,3,3,0,0,0,0,1910,NA,NA,1986,0,0,0,1,1,1,1,3,1.08177153955812,0,10.3207633036695,15.6942119573261
"1217",1,0,1,1,2,1,"SWITZERL",1988,225,0,0,0,0,0,10,0,0,31186.439453125,6569000,0,2,2,0,0,0,0,2065,NA,NA,1987,0,0,0,1,1,1,1,2,0.676306431449951,0,10.3477386464047,15.6978721718746
"1218",1,0,1,1,2,1,"SWITZERL",1989,225,0,0,0,0,0,10,0,0,32158.19921875,6647000,0,2,2,0,0,0,0,2185,NA,NA,1988,0,0,0,1,1,1,1,2,0.676306431449951,0,10.3784227272833,15.7096761830237
"1219",1,0,1,1,2,1,"SWITZERL",1990,225,0,0,0,0,0,10,0,0,33039,6712000,0,3,3,0,0,0,0,2277,NA,NA,1989,0,0,0,1,1,1,1,3,1.08177153955812,0,10.4054439608331,15.7194075271292
"1220",1,0,1,1,2,1,"SWITZERL",1991,225,0,0,0,0,0,10,0,0,32341.01953125,6800000,0,6,6,0,0,0,0,2347,NA,NA,1990,0,0,0,1,1,1,1,6,1.77491872011806,0,10.3840916580284,15.7324331701463
"1221",1,1,1,1,2,1,"SWITZERL",1992,225,0,0,0,0,0,10,0,0,31996.80078125,6875000,0,9,9,0,0,0,0,2427,NA,NA,1991,0,0,1,1,1,1,1,9,2.18038382822622,0,10.373391201198,15.7434022015169
"1222",1,1,1,1,2,1,"SWITZERL",1993,225,1,0,0,0,1,10,0,0,31633.529296875,6938000,0,2,2,0,0,0,0,2498,NA,NA,1992,0,0,1,1,1,1,1,2,0.676306431449951,0,10.361972890754,15.7525241065118
"1223",1,1,1,1,2,1,"SWITZERL",1994,225,1,0,0,0,1,10,0,0,31714.900390625,6994000,2,4,6,0,0,0,0,2545,NA,NA,1993,1,0,1,1,1,1,1,6,1.77491872011806,1,10.3645418932977,15.7605631966055
"1224",1,1,1,1,1,1,"SWITZERL",1995,225,1,0,0,0,1,10,0,0,31622.669921875,7041000,0,3,3,0,0,0,0,2624,NA,NA,1994,1,1,0,1,1,1,1,3,1.08177153955812,0,10.3616295449558,15.7672607635013
"1225",1,1,1,1,1,1,"SWITZERL",1996,225,0,0,0,0,0,10,0,0,31639.390625,7074000,0,2,2,0,0,0,0,2716,NA,NA,1995,1,1,1,1,1,1,1,2,0.676306431449951,0,10.3621581620564,15.7719366487476
"1226",1,1,1,1,1,1,"SWITZERL",1997,225,1,0,0,0,1,10,0,0,32179.25,7088000,0,6,6,0,0,0,0,2786,NA,NA,1996,0,1,0,1,1,1,1,6,1.77491872011806,0,10.3790771138733,15.7739137712671
"1227",1,1,1,1,1,1,"SWITZERL",1998,225,0,0,0,0,0,10,0,0,32975.69921875,7110000,0,3,3,0,0,0,0,2868,NA,NA,1997,1,0,0,1,1,1,1,3,1.08177153955812,0,10.4035261818717,15.7770128017794
"1228",1,1,1,1,1,1,"SWITZERL",1999,225,0,0,0,0,0,10,0,0,33268.44140625,7140000,0,3,3,0,0,0,0,2931,NA,NA,1998,0,1,1,1,1,1,1,3,1.08177153955812,0,10.4123645210937,15.7812233343158
"1229",1,1,1,1,1,1,"SWITZERL",2000,225,1,0,0,1,0,10,0,0,34295.30859375,7180000,0,6,6,0,0,0,0,NA,NA,NA,1999,0,0,0,1,1,1,1,6,1.77491872011806,0,10.442763848107,15.7868099410244
"1239",0,1,1,2,2,2,"SPAIN",1983,230,2,0,0,0,2,10,0,0,8725.33203125,38100000,0,4,4,0,0,0,0,1639,0,1,1982,2,2,3,1,2,1,1,4,1.3694536120099,0,9.07398580150414,17.4557248400969
"1240",0,1,1,2,2,1,"SPAIN",1984,230,3,0,0,1,2,10,0,0,8845.7822265625,38300000,0,8,8,0,0,0,0,1703,0,1,1983,2,2,2,1,1,1,1,8,2.06260079256984,0,9.08769603983025,17.4609604541509
"1241",0,1,1,2,2,2,"SPAIN",1985,230,2,0,0,0,2,10,0,0,9019.3173828125,38400000,1,4,5,0,0,0,0,1703,0,1,1984,3,2,1,1,1,1,1,5,1.59259716332411,1,9.1071239320125,17.463568017558
"1242",0,1,1,2,2,2,"SPAIN",1986,230,1,0,0,0,1,10,0,0,9285.908203125,38500000,0,4,4,2,0,2,1,1579,0,2,1985,2,3,3,1,1,1,1,4,1.3694536120099,0,9.13625328301787,17.466168799258
"1243",1,1,1,2,2,1,"SPAIN",1987,230,3,0,1,1,1,10,0,0,9778.162109375,38600000,0,4,4,1,0,1,0.5,1845,0,2,1986,1,2,0,1,1,1,1,4,1.3694536120099,0,9.18790682199226,17.4687628344351
"1244",1,1,1,2,2,1,"SPAIN",1988,230,0,0,0,0,0,10,0,0,10254.509765625,38700000,0,2,2,0,0,0,0,2026,0,1,1987,3,1,1,1,1,1,1,2,0.676306431449951,0,9.23547286493914,17.471350158
"1245",1,1,1,1,2,1,"SPAIN",1989,230,1,0,0,0,1,10,0,0,10728.150390625,38800000,0,2,2,0,0,0,0,2150,0,1,1988,0,3,2,1,1,1,1,2,0.676306431449951,0,9.28062644337789,17.4739308045935
"1246",1,1,1,1,2,1,"SPAIN",1990,230,2,1,0,0,1,10,0,0,11114.330078125,38800000,0,3,3,0,0,0,0,2263,0,1,1989,1,0,0,1,1,1,1,3,1.08177153955812,0,9.31599055270828,17.4739308045935
"1247",1,1,1,1,1,1,"SPAIN",1991,230,0,0,0,0,0,10,0,0,11373.8701171875,38900000,0,3,3,0,0,0,0,2346,0,1,1990,2,1,2,1,1,1,1,3,1.08177153955812,0,9.33907390852842,17.4765048085887
"1248",1,1,1,1,2,1,"SPAIN",1992,230,2,0,0,0,2,10,0,0,11453.0703125,3.9e+07,0,6,6,0,0,0,0,2453,0,1,1991,0,2,1,1,1,1,1,6,1.77491872011806,0,9.34601312260004,17.4790722040939
"1249",1,1,1,2,1,2,"SPAIN",1993,230,1,0,0,0,1,10,0,0,11312.599609375,39100000,0,10,10,0,0,0,0,2550,0,1,1992,2,0,2,1,1,1,1,10,2.28574434388405,0,9.33367239321803,17.4816330249556
"1250",1,1,1,2,2,2,"SPAIN",1994,230,2,0,0,0,2,10,0,0,11564.4501953125,39100000,0,3,3,0,0,0,0,2626,0,1,1993,1,2,2,1,1,1,1,3,1.08177153955812,0,9.35569103313879,17.4816330249556
"1251",1,1,1,2,2,2,"SPAIN",1995,230,2,0,0,1,1,10,0,0,11863.0400390625,39200000,5,6,11,0,0,0,0,2720,0,1,1994,2,1,3,1,1,1,1,11,2.38105452368838,1,9.38118296677658,17.4841873047607
"1252",1,1,1,2,2,2,"SPAIN",1996,230,3,1,0,0,2,10,0,0,12112.16015625,39300000,2,7,9,0,0,0,0,2816,0,1,1995,2,2,2,1,1,1,1,9,2.18038382822622,1,9.40196519852987,17.4867350768395
"1253",1,1,1,2,2,2,"SPAIN",1997,230,2,0,0,1,1,10,0,0,12471.2802734375,39700000,1,7,8,1,0,1,0.5,2904,0,2,1996,3,2,0,1,1,1,1,8,2.06260079256984,1,9.43118370168292,17.4968617456574
"1254",1,1,1,2,2,2,"SPAIN",1998,230,0,0,0,0,0,10,0,0,12977.9501953125,39900000,4,5,9,0,0,0,0,2982,0,1,1997,2,3,1,1,1,1,1,9,2.18038382822622,1,9.4710070575495,17.5018868818601
"1255",1,1,1,2,1,2,"SPAIN",1999,230,1,0,0,0,1,10,0,0,13408.6904296875,40200000,2,4,6,1,0,1,0.5,3060,0,2,1998,0,2,2,1,1,1,1,6,1.77491872011806,1,9.50365831525704,17.5093775535892
"1256",1,1,1,2,2,1,"SPAIN",2000,230,2,0,0,1,1,10,0,0,13870.6796875,40500000,4,8,12,0,0,0,0,NA,0,1,1999,1,0,1,1,1,1,1,12,2.46806590067801,1,9.53753251625385,17.5168125320768
"1293",0,1,1,2,1,1,"PORTUGAL",1983,235,0,0,0,0,0,10,0,0,6120.90283203125,9954500,0,0,0,0,0,0,0,1141,0,0,1982,0,0,0,1,2,1,1,0.01,-4.62201093509809,0,8.71946488619987,16.113535268202
"1294",0,1,1,2,1,1,"PORTUGAL",1984,235,0,0,0,0,0,10,0,0,5985.0888671875,9989000,0,1,1,0,0,0,0,1201,0,1,1983,0,0,0,1,1,1,1,1,-0.0168407491099946,0,8.69702646620055,16.1169950455143
"1295",0,1,1,2,1,1,"PORTUGAL",1985,235,0,0,0,0,0,10,0,0,6139.34423828125,1e+07,0,1,1,0,0,0,0,1201,0,1,1984,0,0,0,1,1,1,1,1,-0.0168407491099946,0,8.72247321385463,16.1180956509583
"1296",0,1,1,2,1,1,"PORTUGAL",1986,235,0,0,0,0,0,10,0,0,6394.02392578125,1e+07,0,4,4,0,0,0,0,1159,0,1,1985,0,0,0,1,1,1,1,4,1.3694536120099,0,8.76311907152415,16.1180956509583
"1297",0,1,1,2,1,1,"PORTUGAL",1987,235,0,0,0,0,0,10,0,0,6813.4208984375,9994000,0,1,1,0,0,0,0,1302,0,1,1986,0,0,0,1,1,1,1,1,-0.0168407491099946,0,8.8266496075881,16.1174954708863
"1298",0,1,1,2,1,1,"PORTUGAL",1988,235,0,0,0,0,0,10,0,0,7342.77978515625,9968000,0,0,0,0,0,0,0,1415,0,0,1987,0,0,1,1,1,1,1,0.01,-4.62201093509809,0,8.901472767237,16.1148905200094
"1299",1,1,1,2,1,1,"PORTUGAL",1989,235,1,0,0,0,1,10,0,0,7840.0869140625,9937000,0,1,1,0,0,0,0,1503,0,1,1988,0,0,0,1,1,1,1,1,-0.0168407491099946,0,8.96700519926036,16.1117757222135
"1300",1,1,1,2,1,1,"PORTUGAL",1990,235,0,0,0,0,0,10,0,0,8183.580078125,9896000,0,3,3,0,0,0,0,1583,0,1,1989,1,0,1,1,1,1,1,3,1.08177153955812,0,9.00988499621303,16.1076411930545
"1301",1,1,1,1,1,1,"PORTUGAL",1991,235,1,0,0,0,1,10,0,0,8507.5283203125,9935000,0,2,2,0,0,0,0,1663,0,1,1990,0,1,1,1,1,1,1,2,0.676306431449951,0,9.04870673523376,16.1115744339681
"1302",1,1,1,1,1,1,"PORTUGAL",1992,235,1,0,0,0,1,10,0,0,8576.046875,9963000,0,5,5,0,0,0,0,1756,0,1,1991,1,0,1,1,1,1,1,5,1.59259716332411,0,9.05672834913053,16.114388789027
"1303",1,1,1,1,1,1,"PORTUGAL",1993,235,1,0,0,0,1,10,0,0,8391.5439453125,9974000,0,5,5,0,0,0,0,1845,0,1,1992,1,1,1,1,1,1,1,5,1.59259716332411,0,9.03497980461857,16.1154922650882
"1304",1,1,1,1,1,1,"PORTUGAL",1994,235,1,0,0,0,1,10,0,0,8452.169921875,9998000,0,3,3,0,0,0,0,1922,0,1,1993,1,1,2,1,1,1,1,3,1.08177153955812,0,9.04217848287307,16.1178956309557
"1305",1,1,1,1,1,1,"PORTUGAL",1995,235,2,0,0,0,2,10,0,0,8788.671875,1e+07,0,5,5,0,0,0,0,1992,0,1,1994,1,1,1,1,1,1,1,5,1.59259716332411,0,9.08121888426891,16.1180956509583
"1306",1,1,1,1,1,1,"PORTUGAL",1996,235,1,0,0,0,1,10,0,0,9074.880859375,10100000,2,9,11,0,0,0,0,2069,0,1,1995,2,1,1,1,1,1,1,11,2.38105452368838,1,9.11326553060335,16.1280459818115
"1307",1,1,1,1,1,1,"PORTUGAL",1997,235,1,0,0,0,1,10,0,0,9402.4619140625,10100000,0,9,9,0,0,0,0,2116,0,1,1996,1,2,1,1,1,1,1,9,2.18038382822622,0,9.1487268397181,16.1280459818115
"1308",1,1,1,1,1,1,"PORTUGAL",1998,235,1,0,0,0,1,10,0,0,9794.3095703125,10100000,0,3,3,0,1,1,0.5,2179,0,2,1997,1,1,1,1,1,1,1,3,1.08177153955812,0,9.18955683992207,16.1280459818115
